Código del Producto,Grupo de Productos,Unidad de Medida (UdM) predeterminada,Nombre del Producto,Deshabilitado,Mantener Stock,Permitir Ventas,Permitir Compra,Precio de venta estándar,Imagen,Unidad de Medida (UdM),Unidad de Medida de Compra Predeterminada,Unidad de Medida de Ventas Predeterminada,Almacén por defecto (Valores por Defecto del Artículo),Compañía (Valores por Defecto del Artículo)
TDUB1,TINTAS,Unit,TINTA UV BLANCO 1 LITRO UV INK,0,1,1,1,47.90,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TDUY1,TINTAS,Unit,TINTA UV YELLOW 1 LITRO UV INK,0,1,1,1,47.90,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TDUM1,TINTAS,Unit,TINTA UV MAGENTA 1 LITRO UV INK,0,1,1,1,47.90,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TDW1,TINTAS,Unit,TINTA DTF BLANCO 1 LITRO INK,0,1,1,1,35.40,image/art_TINTADTF.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TDN1,TINTAS,Unit,TINTA DTF NEGRA 1 LITRO INK,0,1,1,1,36.90,image/art_TINTADTF.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TDC1,TINTAS,Unit,TINTA DTF CIAN 1 LITRO INK,0,1,1,1,40.00,image/art_TINTADTF.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TDY1,TINTAS,Unit,TINTA DTF YELLOW 1 LITRO INK,0,1,1,1,40.00,image/art_TINTADTF.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TDM1,TINTAS,Unit,TINTA DTF MAGENTA 1 LITRO INK,0,1,1,1,35.40,image/art_TINTADTF.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TEPC1,TINTAS,Unit,TINTA ECOSLVENTE PREMIUN CIAN 1 LITRO INK,0,1,1,1,32.99,image/art_TINTAECOPREMIUM.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TEPY1,TINTAS,Unit,TINTA ECOSOLVENTE PREMIUN YELLOW 1 LITRO INK,0,1,1,1,32.99,image/art_TINTAECOPREMIUM.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TEPM1,TINTAS,Unit,TINTA ECOSOLVENTE PREMIUN MAGENTA 1 LITRO INK,0,1,1,1,28.55,image/art_TINTAECOPREMIUM.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TEPN1,TINTAS,Unit,TINTA ECOSOLVENTE PREMIUN NEGRA 1 LITRO. UV INK,0,1,1,1,32.99,image/art_TINTAECOPREMIUM.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
ECS1,TINTAS,Unit,ECO SOLVENTE CLEAN SOLUTION1 LITRO,0,1,1,1,28.99,image/art_TINTAECOPREMIUM.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TSN04,TINTAS,Unit,TINTA DE SUBLIMACION NEGRA 1 LITRO UV INK,0,1,1,1,33.90,image/art_TINTASUBLIMACIÓN.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TSA03,TINTAS,Unit,TINTA DE SUBLIMACION AMARILLA 1 LITOR UV INK,0,1,1,1,33.90,image/art_TINTASUBLIMACIÓN.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TSF02,TINTAS,Unit,TINTA DE SUBLIMACION CYAN 1 LITRO UV INK,0,1,1,1,33.90,image/art_TINTASUBLIMACIÓN.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TSM01,TINTAS,Unit,TINTA DE SUBLIMACION MAGENTA 1 LITRO UV INK,0,1,1,1,33.90,image/art_TINTASUBLIMACIÓN.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TGC04,TINTAS,Unit,TINTA GALAXY CYAN 1 LITRO ECOSOLVENTE,0,1,1,1,21.15,image/art_TINTAGALAXY.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TGN03,TINTAS,Unit,TINTA GALAXY NEGRA 1 LITRO ECOSOLVENTE,0,1,1,1,27.60,image/art_TINTAGALAXY.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TGY02,TINTAS,Unit,TINTA GALAXY YELLOW 1 LITRO ECOSLVENTE,0,1,1,1,21.15,image/art_TINTAGALAXY.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TGM01,TINTAS,Unit,TINTA MAGENTA GALAXY 1 LITRO ECOSOLVENTE,0,1,1,1,21.15,image/art_TINTAGALAXY.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LIAG152,LAMINADORES,Unit,LAMINADOR COLD (GLOSS) 50MIC /1.52 X50M,0,1,1,1,58.90,image/art_LAMINADORGLOSSY.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LIAM137,LAMINADORES,Unit,LAMINADOR IMAX ADHESIVE MATE 1.37X50,0,1,1,1,53.10,image/art_LAMINADORMATE.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VPW120,VINILES ESPECIALES,Unit,VINYL DE PIZZARA WHITE BOARD FIM 1.20 X 50 M,0,1,1,1,295.00,image/art_VINILPIZARRA.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
XB80,DISPLAY POP Y EVENTOS,Unit,XBANER DE 80*1.80 ESTRUCTURA PUBLICITARIA,0,1,1,1,8.19,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
XB60,DISPLAY POP Y EVENTOS,Unit,XBANER DE 60*1.60 ESTRUCTURA PUBLICITARIA,0,1,1,1,6.86,image/art_XBANNER.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TXBM,DISPLAY POP Y EVENTOS,Unit,TABLE X BANNER MINI 12 X18 CMS (MINI X BANNER ),0,1,1,1,2.45,image/art_MINIBANNER.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
MVP300,DISPLAY POP Y EVENTOS,Unit,MURO VELCO PUBLICITARIO 3*3 /2.30X2.30 M,0,1,1,1,175.90,image/art_MUROVELCRO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
MVP230,DISPLAY POP Y EVENTOS,Unit,MURO VELCO PUBLICITARIO 3*4 2.30X3.00M,0,1,1,1,198.85,image/art_MUROVELCRO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TM1300,EQUIPOS Y MAQUINARIAS,Unit,TRIME MACHINE 1300,0,1,1,1,725.00,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
DML01,SUMINISTRO PARA SUBLIMACION,Unit,DESTAPADOR METALICO PARA LANYARD,0,1,1,1,0.65,image/art_DESTAPADORMETALLANYARD.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TM700,EQUIPOS Y MAQUINARIAS,Unit,TRIME MACHINE 700,0,1,1,1,485.00,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
BPB40,DISPLAY POP Y EVENTOS,Unit,BACK BAG BANNER 40X1.25,0,1,1,1,29.99,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
SP01,DISPLAY POP Y EVENTOS,Unit,SOMBRILLA PROMOCIONAL,0,1,1,1,2.75,image/art_SOMBRILLA.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
DA1300,EQUIPOS Y MAQUINARIAS,Unit,DOBLADORA ACRILIC0 1300 MANUAL 220V,0,1,1,1,1750.00,image/art_DOBLADORACRILICO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PPT49,DISPLAY POP Y EVENTOS,Unit,PANTALLA PUBLICITARIA TOUCH DE 49 PULGADAS,0,1,1,1,1800.00,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
RU85,DISPLAY POP Y EVENTOS,Unit,ROLL UP BANNER 85*200 CM,0,1,1,1,14.65,image/art_ROLLUP.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
RU80,DISPLAY POP Y EVENTOS,Unit,ROLL UP 80*200CM,0,1,1,1,13.86,image/art_ROLLUP.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
FF180,VINILES ESPECIALES,Unit,GRAFICO DE PISO 1.50X50M 180 MICRON/110GRS LINER CLEAR PERMANENT GLUE ROLLO,0,1,1,1,159.50,image/art_GRAFICODEPISO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
RL20,SUMINISTRO PARA SUBLIMACION,Unit,ROLLO DE LANYARD 20MM / 100M.,0,1,1,1,16.25,image/art_ROLLODELANYARD.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
RL25,SUMINISTRO PARA SUBLIMACION,Unit,ROLLO DE LANYARD 25MM / 100M.,0,1,1,1,17.85,image/art_ROLLODELANYARD.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
RR11T,ACCESORIOS,Unit,REPUESTOS RESISTENCIA DE MAQUINA DE TAZAS,0,1,1,1,,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CC16,SUMINISTRO PARA SUBLIMACION,Unit,CAR CUP SUBLIMABLE,0,1,1,1,5.31,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TFR11,SUMINISTRO PARA SUBLIMACION,Unit,TAZA FLUORECENTE ROSADO (FUCSIA ),0,1,1,1,1.45,image/art_TAZAFLUOROSADA.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TSFV11,SUMINISTRO PARA SUBLIMACION,Unit,TAZA 11OZ FLUORESCENTE YELLOW (AMARILLO ),0,1,1,1,1.25,image/art_TAZASFLUO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TSRG11,SUMINISTRO PARA SUBLIMACION,Unit,TAZAS 11ONZ ROSA GLITTER,0,1,1,1,1.65,image/art_TAZASSPARK.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TSDG11,SUMINISTRO PARA SUBLIMACION,Unit,TAZAS 11ONZ DORADA GLITTER,0,1,1,1,1.67,image/art_TAZASSPARK.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TSC11,SUMINISTRO PARA SUBLIMACION,Unit,TAZAS FONDO CELESTE,0,1,1,1,1.98,image/art_TAZAFONDODECOLOR.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TSV11,SUMINISTRO PARA SUBLIMACION,Unit,TAZAS FONDO VERDE MANZANA,0,1,1,1,1.98,image/art_TAZAFONDODECOLOR.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TSN11,SUMINISTRO PARA SUBLIMACION,Unit,TAZAS 11OZ SUBLIMACION FONDO NEGRO,0,1,1,1,1.86,image/art_TAZAFONDODECOLOR.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TSPG11,SUMINISTRO PARA SUBLIMACION,Unit,TAZAS 11OZ PLATA /GLITTER,0,1,1,1,1.65,image/art_TAZASSPARK.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TSFM11,SUMINISTRO PARA SUBLIMACION,Unit,TAZAS 11OZ FONDO MORADO,0,1,1,1,1.65,image/art_TAZAFONDODECOLOR.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TSFR11,SUMINISTRO PARA SUBLIMACION,Unit,TAZAS 11OZ SUBLIMACION FONDO ROSADO,0,1,1,1,1.65,image/art_TAZAFONDODECOLOR.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TSA11,SUMINISTRO PARA SUBLIMACION,Unit,TAZAS 11OZ SUBLIMACION FONDO AMARLLO,0,1,1,1,1.98,image/art_TAZAFONDODECOLOR.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TSR11naranja,SUMINISTRO PARA SUBLIMACION,Unit,TAZAS CON CUCHARA NARANJA,0,1,1,1,1.50,image/art_TAZAFONDODECOLOR.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TMN11,SUMINISTRO PARA SUBLIMACION,Unit,TAZAS MAGICAS NEGRAS MATTE / UNIDAD,0,1,1,1,2.25,image/art_TAZAMAGICA.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TBAAA36,SUMINISTRO PARA SUBLIMACION,Unit,TAZAS BLANCAS AAA / CAJA 36 PCS,0,1,1,1,25.00,image/art_TAZABLANCA.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TBAAA,SUMINISTRO PARA SUBLIMACION,Unit,TAZAS BLANCAS AAA / UNIDAD,0,1,1,1,0.88,image/art_TAZABLANCA.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PDP2,SUMINISTROS DTF,Unit,POLVO DTF POLIAMIDA 2KGS,0,1,1,1,14.16,image/art_POLVO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CBR3X3,DISPLAY POP Y EVENTOS,Unit,CANOPI BLANCO 3X3 RETRÁCTIL INCLUYE BOLSA DE VIAJE,0,1,1,1,99.00,image/art_CANOPY.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LT1000,LÁMINAS RIGIDAD,Unit,LAMÍNA TROVICEL PVC 10MM/ 122X244CMS,0,1,1,1,39.11,image/art_PVC.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LT500,LÁMINAS RIGIDAD,Unit,LAMÍNA TROVICEL PVC 5MM / 122X244CMS,0,1,1,1,12.75,image/art_PVC.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LT800,LÁMINAS RIGIDAD,Unit,LAMÍNA TROVICEL PVC 8MM / 122X244CMS,0,1,1,1,31.19,image/art_PVC.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LT400,LÁMINAS RIGIDAD,Unit,LAMÍNA TROVICEL PVC 4MM / 122X244CMS,0,1,1,1,12.93,image/art_PVC.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LT300,LÁMINAS RIGIDAD,Unit,LAMINA TROVICEL PVC 3MM / 122X244CMS,0,1,1,1,9.00,image/art_PVC.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LT200,LÁMINAS RIGIDAD,Unit,LAMINA TROVICEL PVC 2MM /122X244CMS,0,1,1,1,7.35,image/art_PVC.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LT100,LÁMINAS RIGIDAD,Unit,LÁMINA TROVICEL PVC 1 MM 122X244CMS,0,1,1,1,5.95,image/art_PVC.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VTP010,VINILES TEXTILES,Unit,VINYL TEXTIL PINK ROLLO,0,1,1,1,202.50,image/art_VINILTEXTIL.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VTV009,VINILES TEXTILES,Unit,VINYL TEXTIL VERDE CLARO ROLLO,0,1,1,1,202.50,image/art_VINILTEXTIL.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VTR008,VINILES TEXTILES,Unit,VINYL TEXTIL ROSADO SUAVE ROLLO,0,1,1,1,202.50,image/art_VINILTEXTIL.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VTM007,VINILES TEXTILES,Unit,VINYL TEXTIL MORADO ROLLO,0,1,1,1,202.50,image/art_VINILTEXTIL.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VTF006,VINILES TEXTILES,Unit,VINYL TEXTIL FUSCIA ROLLO,0,1,1,1,202.50,image/art_VINILTEXTIL.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VTB005,VINILES TEXTILES,Unit,VINIY TEXTIL NEGRO ROLLO,0,1,1,1,202.50,image/art_VINILTEXTIL.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VTB004,VINILES TEXTILES,Unit,VINIL TEXTIL BLUE ROLLO,0,1,1,1,202.50,image/art_VINILTEXTIL.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VTG003,VINILES TEXTILES,Unit,VINYL TEXTIL GREEN ROLLO,0,1,1,1,202.50,image/art_VINILTEXTIL.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VTY002,VINILES TEXTILES,Unit,VINLY TEXTIL YELLOW ROLLO,0,1,1,1,202.50,image/art_VINILTEXTIL.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VTO001,VINILES TEXTILES,Unit,VINYL TEXTIL ORANGE ROLLO,0,1,1,1,202.50,image/art_VINILTEXTIL.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VA13780,SUMINISTRO PARA ROTULACION,Unit,VINYL 1.37 METROS 80 MICRAS IMAX ADHESIVE,0,1,1,1,65.00,image/art_VINILADHESIVOGLOSSY.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VA15280,SUMINISTRO PARA ROTULACION,Unit,VINIY 1.52 METROS 80 MICRAS IMAX ADHESIVE,0,1,1,1,82.87,image/art_VINILADHESIVOGLOSSY.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VA152100,SUMINISTRO PARA ROTULACION,Unit,VINYL 1.52METROS 100 MICRAS IMAX ADHESIVE,0,1,1,1,97.32,image/art_VINILADHESIVOGLOSSY.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VA137100,SUMINISTRO PARA ROTULACION,Unit,VYNYL ADHESIVO GLOSSY 1.37 M/100MICRAS IMAX ADHESIVE,0,1,1,1,63.00,image/art_VINILADHESIVOGLOSSY.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VA106100,SUMINISTRO PARA ROTULACION,Unit,VINYL ADHESIVO GLOSSY 1.06*50MM 80 MIC IMAX ADHESIVE,0,1,1,1,57.79,image/art_VINILADHESIVOGLOSSY.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PL25100,EQUIPOS Y MAQUINARIAS,Unit,PLANCHA LANYARD 25X100 CMS /110V MANUAL,0,1,1,1,1275.00,image/art_PLANCHALANYARD.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PM51,EQUIPOS Y MAQUINARIAS,Unit,PLANCHA 5 IN 1 MULTITAZAS 110/V,0,1,1,1,479.35,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PDTFUV30,EQUIPOS Y MAQUINARIAS,Unit,PLÓTER DE IMPRESIÓN LOCOR DTFUV 30 CMS ALTA RESOLUCIÓN 2 CABEZA,0,1,1,1,6999.00,image/art_PLOTTER.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
HPC4060,EQUIPOS Y MAQUINARIAS,Unit,40X60CM 4IN1 COMBO HEAT PRESS MACHINE,0,1,1,1,545.00,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
HP3838,EQUIPOS Y MAQUINARIAS,Unit,PLANCHA PLANA 38*38 A 110V,0,1,1,1,325.00,image/art_PLANCHAPLANA38X38.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
ILA4,EQUIPOS Y MAQUINARIAS,Unit,IMPRESOR LASSER WHITE TONER A4 INTERFACE USB2.0,0,1,1,1,2000.00,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
HP4060,EQUIPOS Y MAQUINARIAS,Unit,PLANCHA PLANA CAMISAS HET PRESS 40*60 110V,0,1,1,1,545.00,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
HPT11,EQUIPOS Y MAQUINARIAS,Unit,PLANCHA CILÍNDRICA PARA UNA TAZA /110V,0,1,1,1,110.62,image/art_PLANCHATAZA.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
HP4050,EQUIPOS Y MAQUINARIAS,Unit,PLANCHA PLANA HET PRESS STS 4050,0,1,1,1,625.00,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
HP5070,EQUIPOS Y MAQUINARIAS,Unit,PLANCHA PLANA HET PRESS STS 50*70,0,1,1,1,550.00,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
HPP20,EQUIPOS Y MAQUINARIAS,Unit,PLANCHA DE PACHON 20OZ/ TAZAS,0,1,1,1,195.00,image/art_PLANCHAPACHON.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CB75,ACCESORIOS,Unit,CORTADORA BOTON 75 M,0,1,1,1,140.00,image/art_CORTADORADEBOTON.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CB32,ACCESORIOS,Unit,CORTADORA BOTON 32M,0,1,1,1,125.00,image/art_CORTADORADEBOTON.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CB58,ACCESORIOS,Unit,CORTADORA BOTON 58 M,0,1,1,1,125.00,image/art_CORTADORADEBOTON.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PMC38,EQUIPOS Y MAQUINARIAS,Unit,PLOTTER MINI CRAFT 3800,0,1,1,1,325.00,image/art_PLOTTERMINI.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
MB75,ACCESORIOS,Unit,MOLDE DE BOTONERA 75,0,1,1,1,155.00,image/art_MOLDEDEBOTON.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
MB32,ACCESORIOS,Unit,MOLDE DE BOTON 32M,0,1,1,1,140.00,image/art_MOLDEDEBOTON.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
MB58,ACCESORIOS,Unit,MOLDE BOTON 58 M,0,1,1,1,125.00,image/art_MOLDE75M.jfif,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
RB001,EQUIPOS Y MAQUINARIAS,Unit,REMACHADORA DE BOTON (NO INCLUYE MOLDE),0,1,1,1,145.00,image/art_BOTONERA.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
HP80100,EQUIPOS Y MAQUINARIAS,Unit,PLANCHA DE TRASFERENCIA ESTACIÓN 80X100M INCLUYE PEDESTAL,0,1,1,1,2401.77,image/art_PLANCHA80X100.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
MO06,EQUIPOS Y MAQUINARIAS,Unit,MÁQUINA OJETERA MANUAL / INCLUYE DADO MOLDE #4,0,1,1,1,90.00,image/art_OJETERA.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
HPD120,EQUIPOS Y MAQUINARIAS,Unit,PLANCHA DE DOBLE ESTACION TEXTIL 1.20X1.00,0,1,1,1,4500.00,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LB180300,SUMINISTRO PARA ROTULACION,Unit,LONA BANNER 300*500 1.80 X50M,0,1,1,1,80.60,image/art_LONA.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LB150300,SUMINISTRO PARA ROTULACION,Unit,LONA BANNER 300*500 1.50MM,0,1,1,1,69.09,image/art_LONA.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LBT102500,SUMINISTRO PARA ROTULACION,Unit,LONA BANNER 300*500 18*12 1.05 TRASLUCIDA,0,1,1,1,67.23,image/art_LONATRASLUSIDA.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LB160300,SUMINISTRO PARA ROTULACION,Unit,LONA BANNER 300*500 1.60M LAMINADA,0,1,1,1,73.69,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LB150500,SUMINISTRO PARA ROTULACION,Unit,LONA BANNER 500*500 1.50M LAMINADA,0,1,1,1,86.94,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LB160500,SUMINISTRO PARA ROTULACION,Unit,LONA BANNER 500*500 1.60M LAMINADA,0,1,1,1,91.67,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LB137300,SUMINISTRO PARA ROTULACION,Unit,LONA BANNER 300*500 1.37 MM LAMINADA,0,1,1,1,61.31,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LB250300,SUMINISTRO PARA ROTULACION,Unit,LONA BANNER 300*500 2.50 METROS LAMINADA,0,1,1,1,127.94,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LBT200500,SUMINISTRO PARA ROTULACION,Unit,LONA BANNER 300*500 2 METROS TRASLÚCIDA,0,1,1,1,128.07,image/art_LONATRASLUSIDA.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LB302300,SUMINISTRO PARA ROTULACION,Unit,LONA BANNER 300*500 18 *12*3.20M,0,1,1,1,145.00,image/art_LONA.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LB102500,SUMINISTRO PARA ROTULACION,Unit,LONA BANNER 300X500 1.02 X50M LAMINADA,0,1,1,1,38.94,image/art_LONA.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PLDTFA3UV,EQUIPOS Y MAQUINARIAS,Unit,PLÓTER DE IMPRESIÓN LOCOR DTF 30 CMS ALTA RESOLUCIÓN 2 CABEZALES,0,1,1,1,6500.00,image/art_PLOTTERLOCOR.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PLDTF70,EQUIPOS Y MAQUINARIAS,Unit,PLÓTER DE IMPRESIÓN LOCOR DTF 60 MTS ALTA RESOLUCIÓN 2 CABEZAL,0,1,1,1,12900.00,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PL1818I32,EQUIPOS Y MAQUINARIAS,Unit,PLOTER LOCOR EASY JET IMPRESORA I3200 ECOSOLVENTE / SUBLIMACION,0,1,1,1,7500.00,image/art_PLOTTER.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PL18XP,EQUIPOS Y MAQUINARIAS,Unit,PLOTER LOCOR EASY JET IMPRESORA XP600 ECOSOLVENTE / SUBLIMACION,0,1,1,1,6500.00,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
ML16000,EQUIPOS Y MAQUINARIAS,Unit,LAMINADORA ENFRIO 1.60M MANUAL INCLUYE PEDESTAL,0,1,1,1,1200.00,image/art_LAMINADORENFRIOMANUAL.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
